Time (UTC),Latitude,Longitude,Temperature QC,Temperature,Salinity QC,Salinity,Chlorophyll QC,Chlorophyll,Turbidity QC,Turbidity,Oxygen QC,Oxygen,Waves QC,Significant wave height,Wave from direction,Wave period,North surface currents,East surface currents
day-month-year hour:minute:second,Degrees East,Degrees North,QC Code,Degrees Celsius,QC Code,practical salinity unit,QC Code,Micrograms per Liter,QC Code,Nephelometric Turbidity Units,QC Code,millilitres O2 per liter,QC Code,meters,Degrees clockwise from due north,seconds,meters/second,meters/second
Dd-MMM-yyyy HH:mm:ss,deg e,deg n,int,°C,int,PSU,int,ug/L,int,NTU,int,ml/L,int,meters,°,s,m/s,m/s
12-Jan-24 06:00:00,38.03353,-76.33748,1,7.06,1,14.7,,,,,,,1,0.2,231.6,2.15,47.79,54.31
12-Jan-24 06:06:00,38.03353,-76.33748,1,7.06,1,14.74,,,,,,,1,0.16,230,1.97,35.37,51.47
12-Jan-24 06:12:00,38.03352,-76.33748,1,7.07,1,14.73,,,,,,,1,0.16,230,1.97,17.92,58.57
12-Jan-24 06:18:00,38.03353,-76.33748,1,7.07,1,14.73,,,,,,,1,0.16,230,1.97,12.65,66.33
12-Jan-24 06:24:00,38.03352,-76.33748,1,7.07,1,14.74,,,,,,,1,0.13,246.9,1.85,-3.57,67.02
12-Jan-24 06:30:00,38.03352,-76.33748,1,7.05,1,14.75,,,,,,,1,0.13,246.9,1.85,-4.04,67.48
12-Jan-24 06:36:00,38.03352,-76.33748,1,7.04,1,14.74,,,,,,,1,0.13,246.9,1.85,-29.78,46.41
12-Jan-24 06:42:00,38.03352,-76.33748,1,7.03,1,14.74,,,,,,,1,0.13,246.9,1.85,-34.73,66.96
12-Jan-24 06:48:00,38.03352,-76.33748,1,7.04,1,14.73,,,,,,,1,0.1,240.2,1.79,-48.83,62.54
12-Jan-24 06:54:00,38.03352,-76.33748,1,7.01,1,14.73,,,,,,,1,0.1,240.2,1.79,-71.44,72.77
12-Jan-24 07:00:00,38.03352,-76.33748,1,7.01,1,14.73,,,,,,,1,0.1,240.2,1.79,-74.73,74.4
12-Jan-24 07:06:00,38.03352,-76.33748,1,6.99,1,14.73,,,,,,,1,0.09,256.5,1.68,-83.62,84.78
12-Jan-24 07:12:00,38.03352,-76.33748,1,6.99,1,14.72,,,,,,,1,0.09,256.5,1.68,-99.13,76.39
12-Jan-24 07:18:00,38.03352,-76.33748,1,6.99,1,14.71,,,,,,,1,0.09,256.5,1.68,-105.69,79.97
12-Jan-24 07:24:00,38.03352,-76.33748,1,6.99,1,14.71,,,,,,,2,,,,-122.75,88.06
12-Jan-24 07:30:00,38.03352,-76.33748,1,7.01,1,14.74,,,,,,,1,0.07,80.3,1.65,-131.88,83.65
12-Jan-24 07:36:00,38.03352,-76.33748,1,6.97,1,14.72,,,,,,,1,0.07,80.3,1.65,-139.27,104.3
12-Jan-24 07:42:00,38.03352,-76.33748,1,6.96,1,14.71,,,,,,,1,0.07,80.3,1.65,-149.99,131.94
12-Jan-24 07:48:00,38.03350,-76.33748,1,6.97,1,14.71,,,,,,,1,0.07,134.6,3.4,-154.2,124.32
12-Jan-24 07:54:00,38.03350,-76.33748,1,6.96,1,14.72,,,,,,,1,0.07,134.6,3.4,-168.22,132.96
12-Jan-24 08:00:00,38.03349,-76.33733,1,6.95,1,14.71,,,,,,,1,0.07,134.6,3.4,-175.22,153.97
12-Jan-24 08:06:00,38.03349,-76.33733,1,6.93,1,14.7,,,,,,,1,0.07,289.3,17.14,-182.15,165.46
12-Jan-24 08:12:00,38.03349,-76.33733,1,6.92,1,14.7,,,,,,,1,0.07,289.3,17.14,-194.64,181.24
12-Jan-24 08:18:00,38.03349,-76.33733,1,6.92,1,14.69,,,,,,,1,0.07,289.3,17.14,-190.54,192.09
12-Jan-24 08:24:00,38.03349,-76.33733,1,6.91,1,14.68,,,,,,,1,0.07,289.3,17.14,-197.93,210.81
12-Jan-24 08:30:00,38.03349,-76.33733,1,6.91,1,14.68,,,,,,,1,0.06,356.2,3.25,-191.27,224.26
12-Jan-24 08:36:00,38.03350,-76.33733,1,6.92,1,14.68,,,,,,,1,0.06,356.2,3.25,-208.25,238.31
12-Jan-24 08:42:00,38.03349,-76.33733,1,6.92,1,14.69,,,,,,,1,0.06,356.2,3.25,-216.67,243.49
12-Jan-24 08:48:00,38.03350,-76.33733,1,6.89,1,14.68,,,,,,,1,0.05,26.1,3.29,-210.94,246.86
12-Jan-24 08:54:00,38.03349,-76.33733,1,6.91,1,14.68,,,,,,,1,0.05,26.1,3.29,-215.77,262.32
12-Jan-24 09:00:00,38.03341,-76.33733,1,6.92,1,14.69,,,,,,,1,0.05,26.1,3.29,-225.33,266.79
12-Jan-24 09:06:00,38.03341,-76.33733,1,6.93,1,14.69,,,,,,,1,0.06,332.2,3.33,-216.28,265.06
12-Jan-24 09:12:00,38.03341,-76.33733,1,6.94,1,14.69,,,,,,,1,0.06,332.2,3.33,-210.96,259.38
12-Jan-24 09:18:00,38.03341,-76.33733,1,6.96,1,14.69,,,,,,,1,0.06,332.2,3.33,-202.92,270.36
12-Jan-24 09:24:00,38.03341,-76.33733,1,6.95,1,14.69,,,,,,,1,0.06,332.2,3.33,-202.5,259.44
12-Jan-24 09:30:00,38.03341,-76.33733,1,6.94,1,14.69,,,,,,,1,0.07,303.5,16.67,-192.26,259.63
12-Jan-24 09:36:00,38.03341,-76.33733,1,6.94,1,14.7,,,,,,,1,0.07,303.5,16.67,-193.14,258.21
12-Jan-24 09:42:00,38.03341,-76.33733,1,6.91,1,14.7,,,,,,,1,0.07,303.5,16.67,-192.28,237.45
12-Jan-24 09:48:00,38.03341,-76.33733,1,6.93,1,14.71,,,,,,,1,0.08,297.2,17.14,-182.11,226.65
12-Jan-24 09:54:00,38.03341,-76.33733,1,6.98,1,14.75,,,,,,,1,0.08,297.2,17.14,-190.64,221.63
12-Jan-24 10:00:00,38.03341,-76.33733,1,6.95,1,14.77,,,,,,,1,0.08,297.2,17.14,-196.23,221.71
12-Jan-24 10:06:00,38.03341,-76.33733,1,6.92,1,14.77,,,,,,,1,0.16,332.9,17.39,-197.35,216.99
12-Jan-24 10:12:00,38.03341,-76.33733,1,6.95,1,14.76,,,,,,,1,0.16,332.9,17.39,-180.69,223.34
12-Jan-24 10:18:00,38.03341,-76.33733,1,6.93,1,14.75,,,,,,,1,0.16,332.9,17.39,-202.2,226.13
12-Jan-24 10:24:00,38.03349,-76.33742,1,6.93,1,14.73,,,,,,,1,0.16,332.9,17.39,-206.51,216.3
12-Jan-24 10:30:00,38.03349,-76.33739,1,6.86,1,14.72,,,,,,,1,0.13,344,20,-196.4,216.3
12-Jan-24 10:36:00,38.03341,-76.33733,1,6.89,1,14.7,,,,,,,1,0.13,344,20,-194.41,220.23
12-Jan-24 10:42:00,38.03348,-76.33733,1,6.94,1,14.7,,,,,,,1,0.13,344,20,-191.44,215.24
12-Jan-24 10:48:00,38.03344,-76.33733,1,6.95,1,14.72,,,,,,,1,0.14,11.8,20,-192.49,213.26
12-Jan-24 10:54:00,38.03349,-76.33733,1,6.97,1,14.72,,,,,,,1,0.14,11.8,20,-174.32,206.87
12-Jan-24 11:00:00,38.03349,-76.33733,1,6.99,1,14.73,,,,,,,1,0.14,11.8,20,-183.91,204.6
12-Jan-24 11:06:00,38.03349,-76.33733,1,7,1,14.77,,,,,,,1,0.13,5.4,18.18,-203.14,193.39
12-Jan-24 11:12:00,38.03349,-76.33733,1,7.02,1,14.8,,,,,,,1,0.13,5.4,18.18,-179.41,202.58
12-Jan-24 11:18:00,38.03349,-76.33733,1,7.03,1,14.82,,,,,,,1,0.13,5.4,18.18,-191.05,195.91
12-Jan-24 11:24:00,38.03348,-76.33733,1,7.03,1,14.82,,,,,,,1,0.13,5.4,18.18,-183.06,195
12-Jan-24 11:30:00,38.03349,-76.33733,1,7.03,1,14.83,,,,,,,1,0.13,84.4,1.64,-165.46,195.72
12-Jan-24 11:36:00,38.03349,-76.33733,1,7.04,1,14.83,,,,,,,1,0.13,84.4,1.64,-155.18,185.49
12-Jan-24 11:42:00,38.03349,-76.33733,1,7.04,1,14.84,,,,,,,1,0.13,84.4,1.64,-171.32,187.65
12-Jan-24 11:48:00,38.03349,-76.33746,1,7.05,1,14.86,,,,,,,1,0.19,98.9,2.24,-180.19,184.49
12-Jan-24 11:54:00,38.03349,-76.33747,1,7.06,1,14.88,,,,,,,1,0.19,98.9,2.24,-178.46,167.35
12-Jan-24 12:00:00,38.03349,-76.33748,1,7.07,1,14.9,,,,,,,1,0.19,98.9,2.24,-162.54,163.54
12-Jan-24 12:06:00,38.03349,-76.33748,1,7.07,1,14.93,,,,,,,1,0.27,128.9,2.27,-177.24,154.77
12-Jan-24 12:12:00,38.03349,-76.33748,1,7.07,1,14.93,,,,,,,1,0.27,128.9,2.27,-178.21,160.76
12-Jan-24 12:18:00,38.03349,-76.33748,1,7.08,1,14.94,,,,,,,1,0.27,128.9,2.27,-156.4,150.31
12-Jan-24 12:24:00,38.03349,-76.33748,1,7.09,1,14.96,,,,,,,1,0.27,128.9,2.27,-155.57,143.53
12-Jan-24 12:30:00,38.03349,-76.33748,1,7.1,1,14.97,,,,,,,1,0.3,103.7,2.32,-157.59,138.18
12-Jan-24 12:36:00,38.03349,-76.33748,1,7.1,1,14.99,,,,,,,1,0.3,103.7,2.32,-159.52,125.64
12-Jan-24 12:42:00,38.03349,-76.33748,1,7.1,1,15,,,,,,,1,0.3,103.7,2.32,-150.95,112.2
12-Jan-24 12:48:00,38.03349,-76.33748,1,7.11,1,15.01,,,,,,,1,0.26,88.1,2.3,-139.48,97.58
12-Jan-24 12:54:00,38.03349,-76.33748,1,7.11,1,15.03,,,,,,,1,0.26,88.1,2.3,-133.49,82.32
12-Jan-24 13:00:00,38.03349,-76.33748,1,7.12,1,15.04,,,,,,,1,0.26,88.1,2.3,-133.2,81.74
12-Jan-24 13:06:00,38.03349,-76.33748,1,7.12,1,15.05,,,,,,,1,0.27,83.5,2.63,-122.55,57.15
12-Jan-24 13:12:00,38.03349,-76.33749,1,7.13,1,15.06,,,,,,,1,0.27,83.5,2.63,-109.46,51.69
12-Jan-24 13:18:00,38.03350,-76.33749,1,7.13,1,15.07,,,,,,,1,0.27,83.5,2.63,-95.95,22.05
12-Jan-24 13:24:00,38.03350,-76.33749,1,7.14,1,15.08,,,,,,,1,0.27,83.5,2.63,-96.28,30.86
12-Jan-24 13:30:00,38.03349,-76.33749,1,7.15,1,15.1,,,,,,,1,0.24,83.3,2.48,-94.27,20.25
12-Jan-24 13:36:00,38.03350,-76.33749,2,7.15,2,15.11,,,,,,,2,0.24,83.3,2.48,-92.8,1.54
12-Jan-24 13:42:00,38.03350,-76.33749,1,7.15,1,15.11,,,,,,,1,0.24,83.3,2.48,-77.7,-18.39
12-Jan-24 13:48:00,38.03350,-76.33750,1,7.15,1,15.12,,,,,,,1,0.25,80.6,2.94,-60.7,-17.83
12-Jan-24 13:54:00,38.03351,-76.33750,1,7.16,1,15.12,,,,,,,1,0.25,80.6,2.94,-60,-27.57
12-Jan-24 14:00:00,38.03352,-76.33750,1,7.16,1,15.12,,,,,,,1,0.25,80.6,2.94,-29.94,-62.7
12-Jan-24 14:06:00,38.03352,-76.33753,1,7.16,1,15.13,,,,,,,1,0.26,77.1,2.83,-28.33,-57.18
12-Jan-24 14:12:00,38.03352,-76.33750,1,7.16,1,15.13,,,,,,,1,0.26,77.1,2.83,-27.87,-53.03
12-Jan-24 14:18:00,38.03353,-76.33752,1,7.16,1,15.14,,,,,,,1,0.26,77.1,2.83,-20.56,-56.69
12-Jan-24 14:24:00,38.03353,-76.33754,1,7.17,1,15.14,,,,,,,1,0.26,77.1,2.83,-24.82,-75.84
12-Jan-24 14:30:00,38.03353,-76.33755,1,7.17,1,15.15,,,,,,,1,0.24,69.5,2.3,1.74,-86
12-Jan-24 14:36:00,38.03353,-76.33755,1,7.18,1,15.15,,,,,,,1,0.24,69.5,2.3,21.01,-131.28
12-Jan-24 14:42:00,38.03354,-76.33757,1,7.13,1,15.11,,,,,,,1,0.24,69.5,2.3,62.38,-140.06
12-Jan-24 14:48:00,38.03354,-76.33757,1,7.12,1,15.09,,,,,,,1,0.31,228.7,15.59,87.65,-147.45
12-Jan-24 14:54:00,38.03353,-76.33757,1,7.12,1,15.09,,,,,,,1,0.31,228.7,15.59,103.66,-150.48
12-Jan-24 15:00:00,38.03353,-76.33757,1,7.13,1,15.1,,,,,,,1,0.31,228.7,15.59,122.3,-131.13
12-Jan-24 15:06:00,38.03353,-76.33757,1,7.14,1,15.11,,,,,,,1,0.25,47,3.04,141.37,-166.02
12-Jan-24 15:12:00,38.03354,-76.33757,1,7.15,1,15.13,,,,,,,1,0.25,47,3.04,148.94,-164.18
12-Jan-24 15:18:00,38.03363,-76.33756,1,7.18,1,15.14,,,,,,,1,0.25,47,3.04,174.33,-148.53
12-Jan-24 15:24:00,38.03362,-76.33757,1,7.21,1,15.16,,,,,,,1,0.25,47,3.04,223.78,-146.76
12-Jan-24 15:30:00,38.03364,-76.33757,1,7.21,1,15.18,,,,,,,1,0.24,29.7,2.98,250.83,-156.9
12-Jan-24 15:36:00,38.03364,-76.33757,1,7.21,1,15.19,,,,,,,1,0.24,29.7,2.98,240.25,-152.96
12-Jan-24 15:42:00,38.03364,-76.33757,1,7.23,1,15.22,,,,,,,1,0.24,29.7,2.98,261.5,-147.03
12-Jan-24 15:48:00,38.03365,-76.33755,1,7.21,1,15.19,,,,,,,1,0.25,283.7,2.99,283.19,-142.99
12-Jan-24 15:54:00,38.03365,-76.33756,1,7.17,1,15.21,,,,,,,1,0.25,283.7,2.99,296.46,-137.78
12-Jan-24 16:00:00,38.03365,-76.33757,1,7.12,1,15.34,,,,,,,1,0.25,283.7,2.99,264.08,-168.15
12-Jan-24 16:06:00,38.03365,-76.33757,1,7.13,1,15.35,,,,,,,1,0.21,280.1,2.96,254.77,-163.38
12-Jan-24 16:12:00,38.03365,-76.33757,1,7.13,1,15.36,,,,,,,1,0.21,280.1,2.96,241.54,-171.19
12-Jan-24 16:18:00,38.03360,-76.33756,1,7.13,1,15.36,,,,,,,1,0.21,280.1,2.96,230.83,-165.7
12-Jan-24 16:24:00,38.03357,-76.33755,1,7.14,1,15.36,,,,,,,1,0.21,280.1,2.96,222.27,-178.32
12-Jan-24 16:30:00,38.03357,-76.33756,1,7.15,1,15.35,,,,,,,1,0.2,316.8,3.06,212.34,-190.06
12-Jan-24 16:36:00,38.03358,-76.33755,1,7.16,1,15.35,,,,,,,1,0.2,316.8,3.06,205.24,-165.54
12-Jan-24 16:42:00,38.03364,-76.33756,1,7.18,1,15.35,,,,,,,1,0.2,316.8,3.06,213.04,-172.72
12-Jan-24 16:48:00,38.03364,-76.33757,1,7.2,1,15.33,,,,,,,1,0.2,266.8,2.96,206.36,-174.97
12-Jan-24 16:54:00,38.03364,-76.33755,1,7.2,1,15.32,,,,,,,1,0.2,266.8,2.96,249.66,-198.02
12-Jan-24 17:00:00,38.03364,-76.33756,1,7.2,1,15.32,,,,,,,1,0.2,266.8,2.96,233.65,-201.77
12-Jan-24 17:06:00,38.03364,-76.33757,2,7.19,2,15.35,,,,,,,2,0.2,266.8,2.96,141.73,-200.72
12-Jan-24 17:12:00,38.03355,-76.33757,1,7.19,1,15.37,,,,,,,1,0.18,274.8,3.03,70.14,-188.96
12-Jan-24 17:18:00,38.03358,-76.33757,1,7.19,1,15.37,,,,,,,1,0.18,274.8,3.03,33.59,-177.36
12-Jan-24 17:24:00,38.03355,-76.33757,1,7.19,1,15.37,,,,,,,1,0.18,274.8,3.03,50.34,-145.01
12-Jan-24 17:30:00,38.03360,-76.33757,1,7.23,1,15.34,,,,,,,1,0.23,115.7,6.35,138.38,-175.23
12-Jan-24 17:36:00,38.03359,-76.33757,1,7.2,1,15.3,,,,,,,1,0.23,115.7,6.35,163.67,-185.41
12-Jan-24 17:42:00,38.03361,-76.33756,1,7.2,1,15.28,,,,,,,1,0.23,115.7,6.35,127.13,-180.2
12-Jan-24 17:48:00,38.03353,-76.33757,1,7.22,1,15.3,,,,,,,1,0.23,257.4,2.48,52.53,-213.92
12-Jan-24 17:54:00,38.03353,-76.33757,1,7.23,1,15.29,,,,,,,1,0.23,257.4,2.48,68.44,-280.46
12-Jan-24 18:00:00,38.03360,-76.33757,1,7.22,1,15.29,,,,,,,1,0.23,257.4,2.48,118.3,-247.93
12-Jan-24 18:06:00,38.03364,-76.33757,1,7.23,1,15.26,,,,,,,1,0.23,257.4,2.48,168.62,-244.61
12-Jan-24 18:12:00,38.03364,-76.33757,1,7.22,1,15.26,,,,,,,1,0.32,297,2.71,176.32,-224.1
12-Jan-24 18:18:00,38.03364,-76.33757,1,7.21,1,15.27,,,,,,,1,0.32,297,2.71,171.66,-224.54
12-Jan-24 18:24:00,38.03364,-76.33757,1,7.2,1,15.27,,,,,,,1,0.32,297,2.71,135.61,-216.19
12-Jan-24 18:30:00,38.03356,-76.33757,1,7.22,1,15.26,,,,,,,1,0.29,121.9,2.82,24.52,-226.39
12-Jan-24 18:36:00,38.03363,-76.33757,1,7.21,1,15.27,,,,,,,1,0.29,121.9,2.82,65.9,-241.87
12-Jan-24 18:42:00,38.03364,-76.33757,1,7.21,1,15.27,,,,,,,1,0.29,121.9,2.82,74.39,-211.41
12-Jan-24 18:48:00,38.03358,-76.33757,1,7.22,1,15.26,,,,,,,1,0.32,158,2.66,80.55,-217.21
12-Jan-24 18:54:00,38.03358,-76.33757,1,7.21,1,15.25,,,,,,,1,0.32,158,2.66,94.93,-212.65
12-Jan-24 19:00:00,38.03364,-76.33757,1,7.19,1,15.24,,,,,,,1,0.32,158,2.66,97.36,-199.65
12-Jan-24 19:06:00,38.03354,-76.33757,1,7.18,1,15.24,,,,,,,1,0.32,158,2.66,97.57,-180.68
12-Jan-24 19:12:00,38.03357,-76.33757,1,7.17,1,15.24,,,,,,,1,0.34,183.1,2.55,98.6,-163.3
12-Jan-24 19:18:00,38.03363,-76.33757,1,7.17,1,15.23,,,,,,,1,0.34,183.1,2.55,75.42,-168.25
12-Jan-24 19:24:00,38.03357,-76.33756,1,7.19,1,15.23,,,,,,,1,0.34,183.1,2.55,85.18,-141.62
12-Jan-24 19:30:00,38.03363,-76.33755,1,7.2,1,15.24,,,,,,,1,0.37,233.5,2.54,61.53,-140.66
12-Jan-24 19:36:00,38.03353,-76.33757,1,7.21,1,15.26,,,,,,,1,0.37,233.5,2.54,20.63,-127.62
12-Jan-24 19:42:00,38.03353,-76.33757,1,7.21,1,15.27,,,,,,,1,0.37,233.5,2.54,-14.87,-130.12
12-Jan-24 19:48:00,38.03353,-76.33757,1,7.21,1,15.26,,,,,,,1,0.36,140.6,2.98,-61.49,-132.54
12-Jan-24 19:54:00,38.03353,-76.33757,1,7.23,1,15.27,,,,,,,1,0.36,140.6,2.98,-14.74,-150.99
12-Jan-24 20:00:00,38.03353,-76.33757,2,7.21,2,15.26,,,,,,,2,0.36,140.6,2.98,9.89,-143.25
12-Jan-24 20:06:00,38.03354,-76.33757,1,7.2,1,15.25,,,,,,,1,0.36,140.6,2.98,15.15,-151.32
12-Jan-24 20:12:00,38.03353,-76.33757,1,7.19,1,15.25,,,,,,,1,0.38,157.7,2.88,20.24,-122.84
12-Jan-24 20:18:00,38.03353,-76.33757,1,7.2,1,15.25,,,,,,,1,0.38,157.7,2.88,17.08,-112.93
12-Jan-24 20:24:00,38.03353,-76.33757,1,7.19,1,15.25,,,,,,,1,0.38,157.7,2.88,11.05,-105.79
12-Jan-24 20:30:00,38.03354,-76.33757,1,7.19,1,15.25,,,,,,,1,0.39,120.8,3.09,1.2,-106.78
12-Jan-24 20:36:00,38.03354,-76.33757,1,7.19,1,15.25,,,,,,,1,0.39,120.8,3.09,2.87,-105.74
12-Jan-24 20:42:00,38.03362,-76.33757,1,7.18,1,15.25,,,,,,,1,0.39,120.8,3.09,-13.89,-100.08
12-Jan-24 20:48:00,38.03358,-76.33757,1,7.18,1,15.25,,,,,,,1,0.35,108,3.12,-13.59,-100.5
12-Jan-24 20:54:00,38.03354,-76.33757,1,7.19,1,15.25,,,,,,,1,0.35,108,3.12,-12.64,-85.24
12-Jan-24 21:00:00,38.03354,-76.33757,1,7.19,1,15.25,,,,,,,1,0.35,108,3.12,-15.16,-90.21
12-Jan-24 21:06:00,38.03354,-76.33757,1,7.19,1,15.25,,,,,,,1,0.35,108,3.12,-38.06,-83.82
12-Jan-24 21:12:00,38.03354,-76.33757,1,7.19,1,15.26,,,,,,,1,0.34,121.4,3.2,-50.98,-79.89
12-Jan-24 21:18:00,38.03353,-76.33757,1,7.2,1,15.26,,,,,,,1,0.34,121.4,3.2,-66.83,-80.96
12-Jan-24 21:24:00,38.03353,-76.33757,1,7.21,1,15.26,,,,,,,1,0.34,121.4,3.2,-86.63,-81.35
12-Jan-24 21:30:00,38.03353,-76.33757,1,7.28,1,15.34,,,,,,,1,0.3,128.7,3.44,-107.11,-70.39
12-Jan-24 21:36:00,38.03353,-76.33757,1,7.29,1,15.35,,,,,,,1,0.3,128.7,3.44,-120.47,-68.76
12-Jan-24 21:42:00,38.03352,-76.33757,1,7.27,1,15.37,,,,,,,1,0.3,128.7,3.44,-143.65,-61.85
12-Jan-24 21:48:00,38.03352,-76.33757,1,7.25,1,15.39,,,,,,,1,0.35,88,3.69,-150.33,-34.03
12-Jan-24 21:54:00,38.03350,-76.33757,1,7.23,1,15.39,,,,,,,1,0.35,88,3.69,-174.65,-24.75
12-Jan-24 22:00:00,38.03349,-76.33756,1,7.22,1,15.39,,,,,,,1,0.35,88,3.69,-184.55,-7.75
12-Jan-24 22:06:00,38.03349,-76.33756,1,7.22,1,15.38,,,,,,,1,0.35,88,3.69,-182.02,-3.03
12-Jan-24 22:12:00,38.03349,-76.33755,1,7.22,1,15.38,,,,,,,1,0.42,113.1,3.58,-197.64,-10.9
12-Jan-24 22:18:00,38.03349,-76.33755,1,7.23,1,15.38,,,,,,,1,0.42,113.1,3.58,-206.48,-2.53
12-Jan-24 22:24:00,38.03349,-76.33755,1,7.23,1,15.37,,,,,,,1,0.42,113.1,3.58,-214.54,12.51
12-Jan-24 22:30:00,38.03349,-76.33755,1,7.23,1,15.37,,,,,,,1,0.5,125,3.82,-223.04,35.68
12-Jan-24 22:36:00,38.03349,-76.33755,1,7.24,1,15.37,,,,,,,1,0.5,125,3.82,-213.78,44.71
12-Jan-24 22:42:00,38.03349,-76.33755,1,7.24,1,15.37,,,,,,,1,0.5,125,3.82,-229.53,30.6
12-Jan-24 22:48:00,38.03349,-76.33755,1,7.24,1,15.33,,,,,,,1,0.62,305.8,3.81,-202.98,51.11
12-Jan-24 22:54:00,38.03349,-76.33754,1,7.24,1,15.34,,,,,,,1,0.62,305.8,3.81,-197.38,70.5
12-Jan-24 23:00:00,38.03349,-76.33755,1,7.23,1,15.33,,,,,,,1,0.62,305.8,3.81,-187.36,64.47
12-Jan-24 23:06:00,38.03349,-76.33755,1,7.23,1,15.31,,,,,,,1,0.62,305.8,3.81,-169.06,54.38
12-Jan-24 23:12:00,38.03349,-76.33757,1,7.23,1,15.29,,,,,,,1,0.48,41.1,4,-147,111.21
12-Jan-24 23:18:00,38.03350,-76.33757,1,7.25,1,15.23,,,,,,,1,0.48,41.1,4,-136.52,57.4
12-Jan-24 23:24:00,38.03350,-76.33755,1,7.25,1,15.2,,,,,,,1,0.48,41.1,4,-140.03,42.67
12-Jan-24 23:30:00,38.03352,-76.33757,1,7.26,1,15.17,,,,,,,1,0.72,115.4,4.01,-135.63,33.57
12-Jan-24 23:36:00,38.03350,-76.33755,1,7.26,1,15.16,,,,,,,1,0.72,115.4,4.01,-127.16,19.93
12-Jan-24 23:42:00,38.03351,-76.33757,2,7.26,2,15.15,,,,,,,2,0.72,115.4,4.01,-127.09,16.24
12-Jan-24 23:48:00,38.03349,-76.33756,1,7.25,1,15.13,,,,,,,1,0.71,358,4,-149.09,10.6
12-Jan-24 23:54:00,38.03350,-76.33755,1,7.25,1,15.12,,,,,,,1,0.71,358,4,-132.1,47.7
13-Jan-24 00:00:00,38.03349,-76.33755,1,7.25,1,15.12,,,,,,,1,0.71,358,4,-131.87,52.37
13-Jan-24 00:06:00,38.03350,-76.33755,1,7.25,1,15.11,,,,,,,1,0.71,358,4,-131.04,33.16
13-Jan-24 00:12:00,38.03349,-76.33757,1,7.25,1,15.1,,,,,,,1,0.66,43.3,15.19,-132.42,110.35
13-Jan-24 00:18:00,38.03349,-76.33756,1,7.24,1,15.1,,,,,,,1,0.66,43.3,15.19,-128.07,29.48
13-Jan-24 00:24:00,38.03350,-76.33757,1,7.24,1,15.1,,,,,,,1,0.66,43.3,15.19,-117.88,25.35
13-Jan-24 00:30:00,38.03350,-76.33757,1,7.23,1,15.1,,,,,,,1,0.6,118.8,4.23,-137.17,22.95
13-Jan-24 00:36:00,38.03350,-76.33756,1,7.23,1,15.09,,,,,,,1,0.6,118.8,4.23,-138.76,19.63
13-Jan-24 00:42:00,38.03352,-76.33757,2,7.23,2,15.09,,,,,,,2,0.6,118.8,4.23,-115.71,29.87
13-Jan-24 00:48:00,38.03352,-76.33757,1,7.23,1,15.09,,,,,,,1,0.5,48.9,3.99,-103.31,6.01
13-Jan-24 00:54:00,38.03353,-76.33757,1,7.23,1,15.09,,,,,,,1,0.5,48.9,3.99,-107.9,-8.77
13-Jan-24 01:00:00,38.03353,-76.33757,1,7.24,1,15.09,,,,,,,1,0.5,48.9,3.99,-80.3,-9.81
13-Jan-24 01:06:00,38.03356,-76.33757,1,7.24,1,15.09,,,,,,,1,0.5,48.9,3.99,-85.31,-17.99
13-Jan-24 01:12:00,38.03364,-76.33757,1,7.24,1,15.09,,,,,,,1,0.48,39.7,3.96,-80.13,-41.17
13-Jan-24 01:18:00,38.03364,-76.33757,1,7.24,1,15.09,,,,,,,1,0.48,39.7,3.96,-43.69,-15.86
13-Jan-24 01:24:00,38.03364,-76.33757,1,7.24,1,15.09,,,,,,,1,0.48,39.7,3.96,-44.51,-5.98
13-Jan-24 01:30:00,38.03364,-76.33757,1,7.25,1,15.09,,,,,,,1,0.51,96.6,4.15,-42.62,-61.94
13-Jan-24 01:36:00,38.03364,-76.33757,1,7.25,1,15.08,,,,,,,1,0.51,96.6,4.15,-15.61,-78.11
13-Jan-24 01:42:00,38.03364,-76.33757,1,7.25,1,15.08,,,,,,,1,0.51,96.6,4.15,-30.71,-80.21
13-Jan-24 01:48:00,38.03365,-76.33756,1,7.25,1,15.08,,,,,,,1,0.51,96.6,4.15,-1.25,-79.79
13-Jan-24 01:54:00,38.03364,-76.33757,1,7.25,1,15.08,,,,,,,1,0.55,281.7,4.26,-0.41,-80.43
13-Jan-24 02:00:00,38.03364,-76.33757,1,7.25,1,15.08,,,,,,,1,0.55,281.7,4.26,30.53,-79.34
13-Jan-24 02:06:00,38.03364,-76.33757,1,7.25,1,15.08,,,,,,,1,0.55,281.7,4.26,30.87,-95.9
13-Jan-24 02:12:00,38.03365,-76.33757,1,7.25,1,15.08,,,,,,,1,0.57,189,4.23,49.3,-119.35
13-Jan-24 02:18:00,38.03365,-76.33757,1,7.25,1,15.08,,,,,,,1,0.57,189,4.23,42.16,-117.54
13-Jan-24 02:24:00,38.03368,-76.33757,1,7.26,1,15.08,,,,,,,1,0.57,189,4.23,68.77,-150.54
13-Jan-24 02:30:00,38.03368,-76.33757,1,7.26,1,15.09,,,,,,,1,0.56,223.2,4.08,74.43,-134.23
13-Jan-24 02:36:00,38.03368,-76.33757,1,7.26,1,15.09,,,,,,,1,0.56,223.2,4.08,102.27,-131.41
13-Jan-24 02:42:00,38.03368,-76.33757,2,7.27,2,15.1,,,,,,,2,0.56,223.2,4.08,150.58,-141.61
