Time (UTC),Latitude,Longitude,Temperature QC,Temperature,Salinity QC,Salinity,Chlorophyll QC,Chlorophyll,Turbidity QC,Turbidity,Oxygen QC,Oxygen,Waves QC,Significant wave height,Wave from direction,Wave period,North surface currents,East surface currents
day-month-year hour:minute:second,Degrees East,Degrees North,QC Code,Degrees Celsius,QC Code,practical salinity unit,QC Code,Micrograms per Liter,QC Code,Nephelometric Turbidity Units,QC Code,millilitres O2 per liter,QC Code,meters,Degrees clockwise from due north,seconds,meters/second,meters/second
Dd-MMM-yyyy HH:mm:ss,deg e,deg n,int,°C,int,PSU,int,ug/L,int,NTU,int,ml/L,int,meters,°,s,m/s,m/s
01-Jan-24 00:00:00,38.03352,-76.33748,1,7.67,1,12.17,,,,,,,1,0.18,129.8,1.97,-19.98,-12.07
01-Jan-24 00:06:00,38.03352,-76.33748,1,7.69,1,12.19,,,,,,,1,0.18,131.9,2.03,-33.09,-6.99
01-Jan-24 00:12:00,38.03350,-76.33748,1,7.72,1,12.22,,,,,,,1,0.18,131.9,2.03,-32.66,-2.56
01-Jan-24 00:18:00,38.03350,-76.33748,1,7.78,1,12.24,,,,,,,1,0.18,131.9,2.03,-41.16,3.94
01-Jan-24 00:24:00,38.03350,-76.33748,1,7.79,1,12.3,,,,,,,1,0.22,147.2,2.08,-33.2,7.54
01-Jan-24 00:30:00,38.03349,-76.33748,1,7.75,1,12.31,,,,,,,1,0.22,147.2,2.08,-34.66,13.18
01-Jan-24 00:36:00,38.03349,-76.33748,1,7.73,1,12.34,,,,,,,1,0.22,147.2,2.08,-30.2,31.25
01-Jan-24 00:42:00,38.03349,-76.33748,1,7.76,1,12.34,,,,,,,1,0.22,147.2,2.08,-21.84,46.83
01-Jan-24 00:48:00,38.03349,-76.33748,1,7.74,1,12.4,,,,,,,1,0.24,139.2,2.12,-15.55,45.52
01-Jan-24 00:54:00,38.03350,-76.33748,1,7.74,1,12.39,,,,,,,1,0.24,139.2,2.12,-15.09,50.05
01-Jan-24 01:00:00,38.03349,-76.33748,1,7.73,1,12.4,,,,,,,1,0.24,139.2,2.12,-23.17,49.3
01-Jan-24 01:06:00,38.03350,-76.33748,1,7.74,1,12.43,,,,,,,1,0.32,56.8,2.17,-23.99,40.62
01-Jan-24 01:12:00,38.03350,-76.33748,1,7.75,1,12.44,,,,,,,1,0.32,56.8,2.17,-19.45,65.32
01-Jan-24 01:18:00,38.03350,-76.33748,1,7.76,1,12.49,,,,,,,1,0.32,56.8,2.17,-23.1,67.14
01-Jan-24 01:24:00,38.03350,-76.33748,1,7.77,1,12.46,,,,,,,1,0.31,139.8,2.25,-19.75,58.12
01-Jan-24 01:30:00,38.03349,-76.33748,1,7.78,1,12.49,,,,,,,1,0.31,139.8,2.25,-19.82,56.17
01-Jan-24 01:36:00,38.03349,-76.33748,1,7.79,1,12.49,,,,,,,1,0.31,139.8,2.25,-21.6,57.83
01-Jan-24 01:42:00,38.03349,-76.33748,1,7.8,1,12.53,,,,,,,1,0.31,139.8,2.25,-23.91,61.15
01-Jan-24 01:48:00,38.03349,-76.33748,1,7.8,1,12.53,,,,,,,1,0.34,138.1,2.49,-7.2,57.91
01-Jan-24 01:54:00,38.03349,-76.33748,1,7.81,1,12.56,,,,,,,1,0.34,138.1,2.49,1.38,52.11
01-Jan-24 02:00:00,38.03350,-76.33748,1,7.8,1,12.6,,,,,,,1,0.34,138.1,2.49,-6.29,68.43
01-Jan-24 02:06:00,38.03349,-76.33748,1,7.8,1,12.59,,,,,,,1,0.37,121.9,2.22,4.09,63.65
01-Jan-24 02:12:00,38.03350,-76.33748,1,7.79,1,12.61,,,,,,,1,0.37,121.9,2.22,3.68,73.52
01-Jan-24 02:18:00,38.03350,-76.33748,1,7.78,1,12.63,,,,,,,1,0.37,121.9,2.22,8.08,70.47
01-Jan-24 02:24:00,38.03350,-76.33748,1,7.76,1,12.63,,,,,,,2,,,,26.51,62.28
01-Jan-24 02:30:00,38.03352,-76.33748,1,7.77,1,12.63,,,,,,,1,0.37,123.6,2.5,21.68,63.3
01-Jan-24 02:36:00,38.03352,-76.33748,1,7.76,1,12.65,,,,,,,1,0.37,123.6,2.5,25.97,61.92
01-Jan-24 02:42:00,38.03352,-76.33749,1,7.77,1,12.66,,,,,,,1,0.37,123.6,2.5,25.97,59.77
01-Jan-24 02:48:00,38.03352,-76.33748,1,7.79,1,12.67,,,,,,,1,0.38,144.4,2.32,20.15,41.54
01-Jan-24 02:54:00,38.03352,-76.33748,1,7.77,1,12.69,,,,,,,1,0.38,144.4,2.32,38.83,56.92
01-Jan-24 03:00:00,38.03352,-76.33748,1,7.78,1,12.69,,,,,,,1,0.38,144.4,2.32,34.05,40.67
01-Jan-24 03:06:00,38.03352,-76.33748,1,7.79,1,12.7,,,,,,,1,0.42,82.5,2.41,25.15,47.38
01-Jan-24 03:12:00,38.03352,-76.33748,1,7.79,1,12.71,,,,,,,1,0.42,82.5,2.41,12.87,53.26
01-Jan-24 03:18:00,38.03352,-76.33748,1,7.8,1,12.71,,,,,,,1,0.42,82.5,2.41,2.66,21.72
01-Jan-24 03:24:00,38.03350,-76.33748,1,7.8,1,12.72,,,,,,,1,0.42,82.5,2.41,4.88,10.73
01-Jan-24 03:30:00,38.03352,-76.33748,1,7.8,1,12.72,,,,,,,1,0.4,60.1,2.39,11.25,1.52
01-Jan-24 03:36:00,38.03352,-76.33748,1,7.8,1,12.72,,,,,,,1,0.4,60.1,2.39,10.63,4.78
01-Jan-24 03:42:00,38.03352,-76.33749,1,7.8,1,12.73,,,,,,,1,0.4,60.1,2.39,23.04,13.89
01-Jan-24 03:48:00,38.03352,-76.33748,1,7.79,1,12.73,,,,,,,1,0.26,172,2.28,24.5,-7.1
01-Jan-24 03:54:00,38.03352,-76.33748,1,7.79,1,12.73,,,,,,,1,0.26,172,2.28,24.99,-7.87
01-Jan-24 04:00:00,38.03352,-76.33748,1,7.79,1,12.74,,,,,,,1,0.26,172,2.28,22.11,-7.55
01-Jan-24 04:06:00,38.03352,-76.33749,1,7.79,1,12.75,,,,,,,1,0.22,204.2,1.95,17.9,-4.69
01-Jan-24 04:12:00,38.03352,-76.33748,1,7.77,1,12.75,,,,,,,1,0.22,204.2,1.95,40.02,-17.12
01-Jan-24 04:18:00,38.03352,-76.33749,1,7.76,1,12.76,,,,,,,1,0.22,204.2,1.95,38.99,-12.02
01-Jan-24 04:24:00,38.03352,-76.33748,1,7.76,1,12.77,,,,,,,1,0.22,204.2,1.95,37.12,-16.9
01-Jan-24 04:30:00,38.03356,-76.33749,1,7.76,1,12.77,,,,,,,1,0.23,206.3,2.4,44.88,-20.11
01-Jan-24 04:36:00,38.03353,-76.33749,1,7.75,1,12.77,,,,,,,1,0.23,206.3,2.4,43.32,-34.32
01-Jan-24 04:42:00,38.03353,-76.33749,1,7.75,1,12.75,,,,,,,1,0.23,206.3,2.4,41.24,-44.19
01-Jan-24 04:48:00,38.03352,-76.33749,1,7.75,1,12.75,,,,,,,1,0.21,199.3,2.02,37.64,-42.86
01-Jan-24 04:54:00,38.03352,-76.33749,1,7.76,1,12.74,,,,,,,1,0.21,199.3,2.02,54.92,-42.12
01-Jan-24 05:00:00,38.03352,-76.33749,1,7.76,1,12.74,,,,,,,1,0.21,199.3,2.02,50.33,-53.11
01-Jan-24 05:06:00,38.03352,-76.33749,2,7.74,2,12.75,,,,,,,2,0.19,196.6,1.88,58.57,-55.27
01-Jan-24 05:12:00,38.03352,-76.33749,1,7.75,1,12.76,,,,,,,1,0.19,196.6,1.88,54.71,-61.44
01-Jan-24 05:18:00,38.03352,-76.33749,1,7.74,1,12.76,,,,,,,1,0.19,196.6,1.88,51.66,-63.3
01-Jan-24 05:24:00,38.03352,-76.33749,1,7.74,1,12.76,,,,,,,1,0.19,196.6,1.88,58.84,-66.41
01-Jan-24 05:30:00,38.03352,-76.33749,1,7.74,1,12.75,,,,,,,1,0.2,55.5,2.06,67.66,-68.74
01-Jan-24 05:36:00,38.03352,-76.33749,1,7.73,1,12.74,,,,,,,1,0.2,55.5,2.06,64.62,-73.67
01-Jan-24 05:42:00,38.03352,-76.33749,1,7.73,1,12.73,,,,,,,1,0.2,55.5,2.06,71.59,-75.07
01-Jan-24 05:48:00,38.03352,-76.33749,1,7.74,1,12.72,,,,,,,1,0.17,137,1.95,81.67,-83.1
01-Jan-24 05:54:00,38.03352,-76.33749,1,7.74,1,12.71,,,,,,,1,0.17,137,1.95,91.86,-87.12
01-Jan-24 06:00:00,38.03352,-76.33749,1,7.74,1,12.69,,,,,,,1,0.17,137,1.95,84.74,-89.86
01-Jan-24 06:06:00,38.03352,-76.33749,1,7.72,1,12.68,,,,,,,1,0.17,179.9,1.92,68.24,-100.57
01-Jan-24 06:12:00,38.03352,-76.33749,1,7.73,1,12.67,,,,,,,1,0.17,179.9,1.92,58.46,-106.92
01-Jan-24 06:18:00,38.03352,-76.33750,1,7.72,1,12.68,,,,,,,1,0.17,179.9,1.92,77.1,-101.31
01-Jan-24 06:24:00,38.03352,-76.33749,1,7.73,1,12.68,,,,,,,1,0.17,179.9,1.92,96.89,-91.74
01-Jan-24 06:30:00,38.03352,-76.33750,1,7.73,1,12.68,,,,,,,1,0.17,164.2,2.11,93.46,-111.52
01-Jan-24 06:36:00,38.03352,-76.33750,1,7.74,1,12.68,,,,,,,1,0.17,164.2,2.11,109.22,-122.99
01-Jan-24 06:42:00,38.03350,-76.33750,1,7.71,1,12.7,,,,,,,1,0.17,164.2,2.11,114.88,-130.2
01-Jan-24 06:48:00,38.03350,-76.33749,1,7.72,1,12.69,,,,,,,1,0.15,167.9,2,106.36,-116.1
01-Jan-24 06:54:00,38.03352,-76.33750,1,7.54,1,12.35,,,,,,,1,0.15,167.9,2,141.79,-107.53
01-Jan-24 07:00:00,38.03352,-76.33749,1,7.55,1,12.22,,,,,,,1,0.15,167.9,2,153.12,-101.13
01-Jan-24 07:06:00,38.03352,-76.33749,1,7.55,1,12.19,,,,,,,1,0.14,147.1,2.04,169.64,-98.05
01-Jan-24 07:12:00,38.03352,-76.33749,1,7.54,1,12.18,,,,,,,1,0.14,147.1,2.04,182.5,-103.71
01-Jan-24 07:18:00,38.03352,-76.33749,1,7.57,1,12.22,,,,,,,1,0.14,147.1,2.04,188.49,-107.79
01-Jan-24 07:24:00,38.03352,-76.33749,1,7.56,1,12.18,,,,,,,1,0.14,147.1,2.04,198.59,-106.15
01-Jan-24 07:30:00,38.03352,-76.33749,1,7.53,1,12.12,,,,,,,1,0.11,157.6,1.64,187.9,-104.99
01-Jan-24 07:36:00,38.03352,-76.33749,1,7.55,1,12.05,,,,,,,1,0.11,157.6,1.64,163.49,-94.83
01-Jan-24 07:42:00,38.03352,-76.33749,1,7.56,1,12.19,,,,,,,1,0.11,157.6,1.64,146.86,-112.7
01-Jan-24 07:48:00,38.03352,-76.33749,2,7.55,2,12.29,,,,,,,2,0.1,282.2,1.74,144.36,-136.19
01-Jan-24 07:54:00,38.03352,-76.33749,1,7.61,1,12.22,,,,,,,1,0.1,282.2,1.74,126.41,-150.63
01-Jan-24 08:00:00,38.03352,-76.33750,1,7.61,1,12.14,,,,,,,1,0.1,282.2,1.74,130.58,-164.63
01-Jan-24 08:06:00,38.03352,-76.33750,1,7.63,1,12.14,,,,,,,1,0.15,137.3,1.85,127.1,-158.17
01-Jan-24 08:12:00,38.03352,-76.33749,1,7.61,1,12.13,,,,,,,1,0.15,137.3,1.85,135.01,-156.83
01-Jan-24 08:18:00,38.03353,-76.33750,1,7.61,1,12.15,,,,,,,1,0.15,137.3,1.85,129.99,-154.63
01-Jan-24 08:24:00,38.03352,-76.33749,2,7.62,2,12.18,,,,,,,2,0.15,137.3,1.85,131.28,-161.44
01-Jan-24 08:30:00,38.03352,-76.33749,1,7.62,1,12.19,,,,,,,1,0.17,56.2,16.9,123.31,-164.4
01-Jan-24 08:36:00,38.03352,-76.33749,1,7.61,1,12.24,,,,,,,1,0.17,56.2,16.9,112.6,-160.74
01-Jan-24 08:42:00,38.03350,-76.33750,1,7.6,1,12.32,,,,,,,1,0.17,56.2,16.9,108.18,-173.37
01-Jan-24 08:48:00,38.03350,-76.33749,1,7.59,1,12.35,,,,,,,1,0.14,219,1.87,103.43,-188.62
01-Jan-24 08:54:00,38.03350,-76.33749,1,7.58,1,12.36,,,,,,,1,0.14,219,1.87,85.51,-179.71
01-Jan-24 09:00:00,38.03350,-76.33749,1,7.58,1,12.35,,,,,,,1,0.14,219,1.87,40.08,-167.01
01-Jan-24 09:06:00,38.03350,-76.33750,1,7.55,1,12.33,,,,,,,1,0.13,194.5,1.84,22.5,-168.81
01-Jan-24 09:12:00,38.03350,-76.33749,1,7.54,1,12.29,,,,,,,1,0.13,194.5,1.84,4.16,-167.29
01-Jan-24 09:18:00,38.03349,-76.33749,1,7.55,1,12.29,,,,,,,1,0.13,194.5,1.84,0.1,-173.51
01-Jan-24 09:24:00,38.03349,-76.33749,1,7.53,1,12.3,,,,,,,1,0.13,194.5,1.84,-36.83,-166.84
01-Jan-24 09:30:00,38.03349,-76.33749,1,7.53,1,12.3,,,,,,,1,0.15,89.4,1.79,-55.41,-162.35
01-Jan-24 09:36:00,38.03349,-76.33749,1,7.67,1,12.39,,,,,,,1,0.15,89.4,1.79,-59.17,-157.99
01-Jan-24 09:42:00,38.03349,-76.33749,1,7.63,1,12.45,,,,,,,1,0.15,89.4,1.79,-55.39,-139.33
01-Jan-24 09:48:00,38.03349,-76.33749,2,7.63,2,12.52,,,,,,,2,0.15,90.9,1.74,-59.14,-129.33
01-Jan-24 09:54:00,38.03349,-76.33749,1,7.61,1,12.51,,,,,,,1,0.15,90.9,1.74,-62.11,-130.52
01-Jan-24 10:00:00,38.03349,-76.33749,1,7.61,1,12.47,,,,,,,1,0.15,90.9,1.74,-66.09,-115.4
01-Jan-24 10:06:00,38.03349,-76.33749,1,7.62,1,12.49,,,,,,,1,0.15,10.5,2.34,-64.29,-110.34
01-Jan-24 10:12:00,38.03349,-76.33749,1,7.63,1,12.52,,,,,,,1,0.15,10.5,2.34,-67.35,-101.68
01-Jan-24 10:18:00,38.03349,-76.33749,1,7.64,1,12.53,,,,,,,1,0.15,10.5,2.34,-92.19,-87.66
01-Jan-24 10:24:00,38.03341,-76.33749,1,7.63,1,12.53,,,,,,,1,0.15,10.5,2.34,-99.02,-76.28
01-Jan-24 10:30:00,38.03341,-76.33749,1,7.58,1,12.52,,,,,,,1,0.13,120.1,1.62,-104.38,-52.57
01-Jan-24 10:36:00,38.03341,-76.33748,1,7.58,1,12.49,,,,,,,1,0.13,120.1,1.62,-113.76,-35.23
01-Jan-24 10:42:00,38.03341,-76.33748,1,7.58,1,12.47,,,,,,,1,0.13,120.1,1.62,-106.26,-31.88
01-Jan-24 10:48:00,38.03344,-76.33748,1,7.57,1,12.43,,,,,,,1,0.2,190.8,3.1,-114.94,-22.46
01-Jan-24 10:54:00,38.03341,-76.33748,1,7.57,1,12.42,,,,,,,1,0.2,190.8,3.1,-110.51,-18.09
01-Jan-24 11:00:00,38.03342,-76.33749,1,7.57,1,12.41,,,,,,,1,0.2,190.8,3.1,-109.34,-6.53
01-Jan-24 11:06:00,38.03348,-76.33748,1,7.59,1,12.43,,,,,,,1,0.21,240.1,2.96,-109.41,-3.4
01-Jan-24 11:12:00,38.03341,-76.33749,1,7.6,1,12.46,,,,,,,1,0.21,240.1,2.96,-108.56,10.33
01-Jan-24 11:18:00,38.03346,-76.33749,1,7.6,1,12.47,,,,,,,1,0.21,240.1,2.96,-111.81,3.84
01-Jan-24 11:24:00,38.03348,-76.33749,1,7.59,1,12.46,,,,,,,1,0.21,240.1,2.96,-98.97,8.1
01-Jan-24 11:30:00,38.03341,-76.33749,1,7.58,1,12.43,,,,,,,1,0.22,207.6,2.97,-124.69,12.47
01-Jan-24 11:36:00,38.03348,-76.33749,1,7.6,1,12.44,,,,,,,1,0.22,207.6,2.97,-118.93,27.03
01-Jan-24 11:42:00,38.03346,-76.33749,1,7.58,1,12.43,,,,,,,1,0.22,207.6,2.97,-128.95,28.49
01-Jan-24 11:48:00,38.03349,-76.33749,1,7.59,1,12.42,,,,,,,1,0.21,227.4,2.83,-135.51,25.81
01-Jan-24 11:54:00,38.03349,-76.33749,1,7.57,1,12.41,,,,,,,1,0.21,227.4,2.83,-133.36,29.75
01-Jan-24 12:00:00,38.03349,-76.33749,1,7.57,1,12.39,,,,,,,1,0.21,227.4,2.83,-139.69,30.97
01-Jan-24 12:06:00,38.03349,-76.33748,1,7.55,1,12.41,,,,,,,1,0.21,227.4,2.83,-142.45,27.75
01-Jan-24 12:12:00,38.03349,-76.33749,1,7.58,1,12.42,,,,,,,1,0.18,227.7,3.13,-148.24,26.93
01-Jan-24 12:18:00,38.03349,-76.33749,1,7.55,1,12.46,,,,,,,1,0.18,227.7,3.13,-159.76,31.1
01-Jan-24 12:24:00,38.03344,-76.33748,1,7.54,1,12.32,,,,,,,1,0.18,227.7,3.13,-150.45,41.62
01-Jan-24 12:30:00,38.03341,-76.33749,1,7.51,1,12.31,,,,,,,1,0.16,231.2,2.99,-149.96,50.44
01-Jan-24 12:36:00,38.03341,-76.33748,1,7.51,1,12.27,,,,,,,1,0.16,231.2,2.99,-150.42,53.36
01-Jan-24 12:42:00,38.03344,-76.33748,1,7.51,1,12.27,,,,,,,1,0.16,231.2,2.99,-140.96,63.07
01-Jan-24 12:48:00,38.03349,-76.33748,1,7.51,1,12.3,,,,,,,1,0.15,242.1,3.09,-135.95,60.11
01-Jan-24 12:54:00,38.03341,-76.33748,1,7.5,1,12.32,,,,,,,1,0.15,242.1,3.09,-126.03,62.4
01-Jan-24 13:00:00,38.03341,-76.33748,1,7.49,1,12.32,,,,,,,1,0.15,242.1,3.09,-127.3,73.45
01-Jan-24 13:06:00,38.03341,-76.33748,1,7.51,1,12.34,,,,,,,1,0.15,242.1,3.09,-120.37,90.17
01-Jan-24 13:12:00,38.03341,-76.33748,1,7.48,1,12.35,,,,,,,1,0.14,237,2.98,-124.96,91.03
01-Jan-24 13:18:00,38.03341,-76.33748,1,7.47,1,12.34,,,,,,,1,0.14,237,2.98,-121.83,91.48
01-Jan-24 13:24:00,38.03341,-76.33748,1,7.46,1,12.35,,,,,,,1,0.14,237,2.98,-118.43,96.02
01-Jan-24 13:30:00,38.03341,-76.33748,1,7.46,1,12.36,,,,,,,1,0.14,204.7,3.02,-96.68,109.46
01-Jan-24 13:36:00,38.03341,-76.33748,1,7.48,1,12.37,,,,,,,1,0.14,204.7,3.02,-93,118.44
01-Jan-24 13:42:00,38.03349,-76.33748,1,7.52,1,12.4,,,,,,,1,0.14,204.7,3.02,-72.89,114.99
01-Jan-24 13:48:00,38.03349,-76.33748,1,7.55,1,12.41,,,,,,,1,0.14,203.1,2.86,-72.23,123.52
01-Jan-24 13:54:00,38.03349,-76.33748,1,7.56,1,12.44,,,,,,,1,0.14,203.1,2.86,-61.16,126.06
01-Jan-24 14:00:00,38.03349,-76.33748,1,7.57,1,12.5,,,,,,,1,0.14,203.1,2.86,-55.56,113.42
01-Jan-24 14:06:00,38.03348,-76.33748,1,7.57,1,12.51,,,,,,,1,0.14,203.1,2.86,-37.33,122.65
01-Jan-24 14:12:00,38.03341,-76.33748,1,7.59,1,12.52,,,,,,,1,0.14,177.8,3.27,-33.12,121.24
01-Jan-24 14:18:00,38.03341,-76.33748,1,7.62,1,12.58,,,,,,,1,0.14,177.8,3.27,-29.38,113.86
01-Jan-24 14:24:00,38.03341,-76.33748,1,7.72,1,12.69,,,,,,,1,0.14,177.8,3.27,-31.95,114.58
01-Jan-24 14:30:00,38.03341,-76.33748,1,7.75,1,12.76,,,,,,,1,0.15,159.4,3.13,-25.67,113.05
01-Jan-24 14:36:00,38.03341,-76.33748,1,7.77,1,12.8,,,,,,,1,0.15,159.4,3.13,-32.28,104.53
01-Jan-24 14:42:00,38.03348,-76.33748,1,7.76,1,12.8,,,,,,,1,0.15,159.4,3.13,-40.9,95.63
01-Jan-24 14:48:00,38.03341,-76.33748,1,7.73,1,12.74,,,,,,,1,0.13,161.8,3.22,-36.18,98.72
01-Jan-24 14:54:00,38.03349,-76.33748,1,7.75,1,12.76,,,,,,,1,0.13,161.8,3.22,-44.79,102.24
01-Jan-24 15:00:00,38.03349,-76.33748,1,7.78,1,12.78,,,,,,,1,0.13,161.8,3.22,-38.51,95.69
01-Jan-24 15:06:00,38.03349,-76.33748,1,7.78,1,12.79,,,,,,,1,0.13,161.8,3.22,-40.57,93.21
01-Jan-24 15:12:00,38.03349,-76.33748,1,7.77,1,12.77,,,,,,,1,0.13,194.3,3.19,-29.91,90.24
01-Jan-24 15:18:00,38.03349,-76.33748,1,7.76,1,12.75,,,,,,,1,0.13,194.3,3.19,-28.62,86.8
01-Jan-24 15:24:00,38.03341,-76.33748,1,7.77,1,12.75,,,,,,,1,0.13,194.3,3.19,-29.69,93.34
01-Jan-24 15:30:00,38.03341,-76.33748,1,7.77,1,12.75,,,,,,,1,0.13,214.3,3.03,-19.06,84.9
01-Jan-24 15:36:00,38.03341,-76.33748,1,7.78,1,12.75,,,,,,,1,0.13,214.3,3.03,-26.69,84.58
01-Jan-24 15:42:00,38.03349,-76.33748,1,7.78,1,12.73,,,,,,,1,0.13,214.3,3.03,-19,69.05
01-Jan-24 15:48:00,38.03343,-76.33748,1,7.78,1,12.72,,,,,,,1,0.13,257.5,2.88,-9.6,60.01
01-Jan-24 15:54:00,38.03341,-76.33748,1,7.78,1,12.71,,,,,,,1,0.13,257.5,2.88,-1,62.6
01-Jan-24 16:00:00,38.03348,-76.33748,1,7.77,1,12.69,,,,,,,1,0.13,257.5,2.88,-10.2,79.56
01-Jan-24 16:06:00,38.03341,-76.33748,1,7.77,1,12.7,,,,,,,1,0.13,257.5,2.88,7.72,69.93
01-Jan-24 16:12:00,38.03341,-76.33748,1,7.77,1,12.73,,,,,,,1,0.15,233.9,3.02,3.38,64.5
01-Jan-24 16:18:00,38.03341,-76.33748,1,7.77,1,12.76,,,,,,,1,0.15,233.9,3.02,9.34,64.79
01-Jan-24 16:24:00,38.03341,-76.33749,1,7.79,1,12.79,,,,,,,1,0.15,233.9,3.02,13.28,55.78
01-Jan-24 16:30:00,38.03341,-76.33749,1,7.8,1,12.82,,,,,,,1,0.15,230.3,3.2,5.22,53.63
01-Jan-24 16:36:00,38.03341,-76.33749,1,7.8,1,12.84,,,,,,,1,0.15,230.3,3.2,21.76,40.78
01-Jan-24 16:42:00,38.03341,-76.33749,1,7.8,1,12.85,,,,,,,1,0.15,230.3,3.2,21.64,29.14
01-Jan-24 16:48:00,38.03341,-76.33749,1,7.8,1,12.86,,,,,,,1,0.13,223.1,1.79,25.95,29.56
01-Jan-24 16:54:00,38.03342,-76.33749,1,7.77,1,12.82,,,,,,,1,0.13,223.1,1.79,34.78,18.73
01-Jan-24 17:00:00,38.03341,-76.33748,1,7.77,1,12.82,,,,,,,1,0.13,223.1,1.79,46.15,13.2
01-Jan-24 17:06:00,38.03340,-76.33748,1,7.76,1,12.82,,,,,,,1,0.13,223.1,1.79,54.17,9.18
01-Jan-24 17:12:00,38.03341,-76.33749,1,7.76,1,12.79,,,,,,,1,0.14,217.6,5.31,60,-6.31
01-Jan-24 17:18:00,38.03341,-76.33749,1,7.76,1,12.78,,,,,,,1,0.14,217.6,5.31,55.73,-13.05
01-Jan-24 17:24:00,38.03341,-76.33749,2,7.76,2,12.78,,,,,,,2,0.14,217.6,5.31,64.09,-20.63
01-Jan-24 17:30:00,38.03341,-76.33749,1,7.76,1,12.78,,,,,,,1,0.16,199.2,3.56,63.26,-22.86
01-Jan-24 17:36:00,38.03341,-76.33749,1,7.76,1,12.79,,,,,,,1,0.16,199.2,3.56,63.63,-34.86
01-Jan-24 17:42:00,38.03349,-76.33749,1,7.77,1,12.79,,,,,,,1,0.16,199.2,3.56,66.36,-38.17
01-Jan-24 17:48:00,38.03341,-76.33749,1,7.76,1,12.8,,,,,,,1,0.12,200.5,2.3,65.82,-37.37
01-Jan-24 17:54:00,38.03345,-76.33748,1,7.76,1,12.77,,,,,,,1,0.12,200.5,2.3,68.74,-75.05
01-Jan-24 18:00:00,38.03349,-76.33748,1,7.77,1,12.77,,,,,,,1,0.12,200.5,2.3,94.48,-81.15
01-Jan-24 18:06:00,38.03349,-76.33748,1,7.78,1,12.78,,,,,,,1,0.12,200.5,2.3,108.08,-76.38
01-Jan-24 18:12:00,38.03349,-76.33749,1,7.79,1,12.79,,,,,,,1,0.33,252.4,2.7,101.39,-78.43
01-Jan-24 18:18:00,38.03342,-76.33748,1,7.8,1,12.79,,,,,,,1,0.33,252.4,2.7,83.2,-78.24
01-Jan-24 18:24:00,38.03341,-76.33749,1,7.8,1,12.8,,,,,,,1,0.33,252.4,2.7,97.17,-71.97
01-Jan-24 18:30:00,38.03341,-76.33749,1,7.87,1,12.6,,,,,,,1,0.42,341.4,2.56,95.08,-70.89
01-Jan-24 18:36:00,38.03342,-76.33749,1,7.86,1,12.56,,,,,,,1,0.42,341.4,2.56,102.04,-83.22
01-Jan-24 18:42:00,38.03349,-76.33749,1,7.84,1,12.53,,,,,,,1,0.42,341.4,2.56,109.04,-79.43
01-Jan-24 18:48:00,38.03349,-76.33749,1,7.82,1,12.51,,,,,,,1,0.45,82.9,17.14,113.61,-84.42
01-Jan-24 18:54:00,38.03349,-76.33749,1,7.81,1,12.52,,,,,,,1,0.45,82.9,17.14,120.86,-78.22
01-Jan-24 19:00:00,38.03349,-76.33749,1,7.81,1,12.54,,,,,,,1,0.45,82.9,17.14,112.96,-84.02
01-Jan-24 19:06:00,38.03349,-76.33749,1,7.8,1,12.54,,,,,,,1,0.45,82.9,17.14,114.04,-76.29
01-Jan-24 19:12:00,38.03349,-76.33749,1,7.8,1,12.55,,,,,,,1,0.3,290.9,2.28,120.65,-75.55
01-Jan-24 19:18:00,38.03349,-76.33749,1,7.81,1,12.6,,,,,,,1,0.3,290.9,2.28,151.61,-51.87
01-Jan-24 19:24:00,38.03349,-76.33748,1,7.82,1,12.63,,,,,,,1,0.3,290.9,2.28,145.93,-65.16
01-Jan-24 19:30:00,38.03349,-76.33748,1,7.83,1,12.6,,,,,,,1,0.36,257.5,17.14,138.37,-58.11
01-Jan-24 19:36:00,38.03348,-76.33748,1,7.83,1,12.62,,,,,,,1,0.36,257.5,17.14,126.56,-48.41
01-Jan-24 19:42:00,38.03348,-76.33748,1,7.85,1,12.6,,,,,,,1,0.36,257.5,17.14,127.4,-60.54
01-Jan-24 19:48:00,38.03341,-76.33748,1,7.85,1,12.61,,,,,,,1,0.25,289,2.11,112.03,-40.77
01-Jan-24 19:54:00,38.03341,-76.33748,1,7.85,1,12.6,,,,,,,1,0.25,289,2.11,113.23,-56.91
01-Jan-24 20:00:00,38.03341,-76.33748,1,7.84,1,12.59,,,,,,,1,0.25,289,2.11,99.15,-51.54
01-Jan-24 20:06:00,38.03341,-76.33748,1,7.84,1,12.59,,,,,,,1,0.25,289,2.11,88.59,-70.61
01-Jan-24 20:12:00,38.03341,-76.33748,1,7.84,1,12.58,,,,,,,1,0.26,291,2.29,78.45,-64.19
01-Jan-24 20:18:00,38.03341,-76.33748,1,7.84,1,12.58,,,,,,,1,0.26,291,2.29,88.55,-68.16
01-Jan-24 20:24:00,38.03341,-76.33748,1,7.84,1,12.59,,,,,,,1,0.26,291,2.29,80.24,-59.85
01-Jan-24 20:30:00,38.03341,-76.33749,1,7.84,1,12.61,,,,,,,1,0.27,125.2,2.28,70.22,-53.8
01-Jan-24 20:36:00,38.03349,-76.33748,1,7.84,1,12.64,,,,,,,1,0.27,125.2,2.28,48.87,-84.55
01-Jan-24 20:42:00,38.03349,-76.33748,1,7.84,1,12.66,,,,,,,1,0.27,125.2,2.28,33.54,-73.72
